id,titulo,orcamento,bilheteria_mundial,duracao_minutos,nota_media,numero_votos,metascore,produtoras,locacoes_filmagem
tt5074352,Dangal,700000000.0,303726694.0,161.0,8.3,246364.0,,"[{'id': 'co0026618', 'name': 'Aamir Khan Productions'}, {'id': 'co0131238', 'name': 'UTV Motion Pictures'}, {'id': 'co0008970', 'name': 'Walt Disney Pictures'}]","['Pune, Maharashtra, India']"
tt6966692,Green Book,23000000.0,321752656.0,130.0,8.2,697141.0,69.0,"[{'id': 'co0132772', 'name': 'Participant'}, {'id': 'co0819670', 'name': 'DreamWorks Pictures'}, {'id': 'co0646203', 'name': 'Innisfree Pictures'}]","['Houmas House Plantation, Burnside, Louisiana, USA']"
tt0040522,Bicycle Thieves,133000.0,459298.0,89.0,8.2,192599.0,,"[{'id': 'co0072996', 'name': 'Produzioni De Sica'}]","['Citta Valmelaina, Via Salaria, Rome, Lazio, Italy']"
tt0055031,Judgment at Nuremberg,3000000.0,12180.0,179.0,8.3,97791.0,60.0,"[{'id': 'co0160497', 'name': 'Roxlom Films Inc.'}]","['former Reichsparteitag area, Nuremberg, Bavaria, Germany']"
tt15398776,Oppenheimer,100000000.0,975811333.0,180.0,8.2,1078945.0,90.0,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0147954', 'name': 'Syncopy'}, {'id': 'co0028338', 'name': 'Atlas Entertainment'}]","['Los Alamos, New Mexico, USA']"
tt0107290,Jurassic Park,63000000.0,1103120459.0,127.0,8.2,1191487.0,68.0,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0009119', 'name': 'Amblin Entertainment'}]","['Tehachapi Pass, California, USA']"
tt0372784,Batman Begins,150000000.0,375587589.0,140.0,8.2,1733117.0,70.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0038332', 'name': 'DC Comics'}, {'id': 'co0147954', 'name': 'Syncopy'}]","['Skaftafell, Iceland']"
tt0059578,For a Few Dollars More,600000.0,15001995.0,132.0,8.2,302360.0,74.0,"[{'id': 'co0013844', 'name': 'Produzioni Europee Associate (PEA)'}, {'id': 'co0046114', 'name': 'Arturo González Producciones Cinematográficas'}, {'id': 'co0002257', 'name': 'Constantin Film'}]","['Mini Hollywood, Tabernas, Almería, Andalucía, Spain']"
tt8503618,Hamilton,,20943625.0,160.0,8.3,141597.0,88.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0741448', 'name': '5000 Broadway Productions'}, {'id': 'co0799855', 'name': 'Nevis Productions'}]","['Richard Rodgers Theatre - 226 W. 46th Street, Manhattan, New York City, New York, USA']"
tt0053291,Some Like It Hot,2883848.0,215406.0,121.0,8.2,306251.0,98.0,"[{'id': 'co0047869', 'name': 'Ashton Productions'}, {'id': 'co0011112', 'name': 'The Mirisch Corporation'}]","['Hotel del Coronado - 1500 Orange Avenue, Coronado, California, USA']"
tt0075314,Taxi Driver,1300000.0,29000421.0,114.0,8.2,1035878.0,94.0,"[{'id': 'co0014351', 'name': 'Columbia Pictures'}, {'id': 'co0043923', 'name': 'Bill/Phillips'}, {'id': 'co0013906', 'name': 'Italo/Judeo Productions'}]","['87 Columbia Heights, Brooklyn, New York, USA']"
tt0469494,There Will Be Blood,25000000.0,76195140.0,158.0,8.2,715210.0,93.0,"[{'id': 'co0179341', 'name': 'Paramount Vantage'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0027686', 'name': 'Ghoulardi Film Company'}]","['Lompoc, California, USA']"
tt10272386,The Father,6000000.0,23175189.0,97.0,8.2,247947.0,88.0,"[{'id': 'co0812819', 'name': 'Les Films du Cru'}, {'id': 'co0167631', 'name': 'Film4'}, {'id': 'co0410559', 'name': 'Orange Studio'}]","['Blythe House, 23 Blythe Road, West Kensington, London, Greater London, England, UK']"
tt0012349,The Kid,250000.0,46650.0,68.0,8.2,146533.0,,"[{'id': 'co0028083', 'name': 'Charles Chaplin Productions'}]","['Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA']"
tt0042192,All About Eve,1400000.0,162640.0,138.0,8.2,150078.0,98.0,"[{'id': 'co0000756', 'name': '20th Century Fox'}]","['Shubert Theater - 247 College Street, New Haven, Connecticut, USA']"
tt0167404,The Sixth Sense,40000000.0,672806731.0,107.0,8.2,1154144.0,64.0,"[{'id': 'co0076240', 'name': 'Hollywood Pictures'}, {'id': 'co0031181', 'name': 'Spyglass Entertainment'}, {'id': 'co0013175', 'name': 'The Kennedy/Marshall Company'}]","['Striped Bass - 1500 Walnut Street, Philadelphia, Pennsylvania, USA']"
tt0089881,Ran,11500000.0,4424869.0,160.0,8.2,153557.0,97.0,"[{'id': 'co0012071', 'name': 'Greenwich Film Productions'}, {'id': 'co0086452', 'name': 'Herald Ace'}, {'id': 'co0095216', 'name': 'Kurosawa Production Co.'}]","['Himeji Castle, Himeji, Japan']"
tt0112641,Casino,52000000.0,116112375.0,178.0,8.2,624808.0,73.0,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0059966', 'name': 'Syalis DA'}, {'id': 'co0015641', 'name': 'Légende Entreprises'}]","['Le Bistro Lounge, Riviera Hotel & Casino - 2901 Las Vegas Boulevard South, Las Vegas, Nevada, USA']"
tt0084787,The Thing,15000000.0,20888987.0,109.0,8.2,531543.0,57.0,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0004522', 'name': 'Turman-Foster Company'}, {'id': 'co0220554', 'name': 'Province of BC, Ministry of Tourism, Film Promotion Office'}]","['Kimberley, British Columbia, Canada']"
tt0477348,No Country for Old Men,25000000.0,171635732.0,122.0,8.2,1204876.0,92.0,"[{'id': 'co0179341', 'name': 'Paramount Vantage'}, {'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0093765', 'name': 'Scott Rudin Productions'}]","['Desert Sands Motor Hotel - 5000 Central Avenue Southeast, Albuquerque, New Mexico, USA']"
tt1392214,Prisoners,46000000.0,122127446.0,153.0,8.2,949733.0,70.0,"[{'id': 'co0054452', 'name': 'Alcon Entertainment'}, {'id': 'co0252672', 'name': '8:38 Productions'}, {'id': 'co0202761', 'name': 'Madhouse Entertainment'}]","['Porterdale, Georgia, USA']"
tt12042730,Project Hail Mary,200000000.0,684234722.0,156.0,8.2,486750.0,77.0,"[{'id': 'co1025982', 'name': 'Amazon MGM Studios'}, {'id': 'co0721787', 'name': 'General Admission'}, {'id': 'co0191864', 'name': 'Lord Miller'}]","['South Parade Pier, Southsea, Portsmouth, Hampshire, England, UK']"
tt1745960,Top Gun: Maverick,177000000.0,1503260455.0,130.0,8.2,896647.0,78.0,"[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0152219', 'name': 'Skydance Media'}, {'id': 'co0026281', 'name': 'Jerry Bruckheimer Films'}]","['Eldorado National Forest, California, USA']"
tt0266697,Kill Bill: Vol. 1,30000000.0,180908413.0,111.0,8.2,1318336.0,69.0,"[{'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0019267', 'name': 'A Band Apart'}, {'id': 'co0086625', 'name': 'Super Cool ManChu'}]","[""St. Luke's Hospital - 2632 E. Washington Street, Pasadena, California, USA""]"
tt0457430,Pan's Labyrinth,19000000.0,83863565.0,118.0,8.2,750575.0,98.0,"[{'id': 'co0040776', 'name': 'Tequila Gang'}, {'id': 'co0016173', 'name': 'Estudios Picasso'}, {'id': 'co0816169', 'name': 'Esperanto Filmoj'}]","['El Espinar, Segovia, Castilla y León, Spain']"
tt0105695,Unforgiven,14400000.0,159167799.0,130.0,8.2,470842.0,85.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0010258', 'name': 'Malpaso Productions'}]","['Brooks, Alberta, Canada']"
tt0268978,A Beautiful Mind,58000000.0,316791257.0,135.0,8.2,1059810.0,72.0,"[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0819670', 'name': 'DreamWorks Pictures'}, {'id': 'co0003687', 'name': 'Imagine Entertainment'}]","['Princeton, New Jersey, USA']"
tt0347149,Howl's Moving Castle,24000000.0,243614402.0,119.0,8.2,518358.0,82.0,"[{'id': 'co1100060', 'name': ""Howl's Moving Castle Production Committee""}, {'id': 'co0049546', 'name': 'Buena Vista Home Entertainment'}, {'id': 'co0064941', 'name': 'DENTSU Music And Entertainment'}]",[]
tt0040897,The Treasure of the Sierra Madre,3000000.0,5014124.0,126.0,8.2,142225.0,98.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}]","['Kernville, California, USA']"
tt0266543,Finding Nemo,94000000.0,941637960.0,100.0,8.2,1219109.0,90.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']"
tt32820897,Demon Slayer: Kimetsu No Yaiba Infinity Castle,20000000.0,793594078.0,155.0,8.4,78987.0,67.0,"[{'id': 'co0132285', 'name': 'Aniplex'}, {'id': 'co0251163', 'name': 'Crunchyroll'}, {'id': 'co0049595', 'name': 'Shueisha'}]","['Shinjuku, Tokyo, Japan']"
tt4729430,Klaus,40000000.0,,96.0,8.2,240526.0,65.0,"[{'id': 'co0556296', 'name': 'The SPA Studios'}, {'id': 'co0435170', 'name': 'Atresmedia Cine'}, {'id': 'co0743375', 'name': 'Netflix Animation'}]",[]
tt0055630,Yojimbo,,73334.0,110.0,8.2,144080.0,93.0,"[{'id': 'co0095216', 'name': 'Kurosawa Production Co.'}, {'id': 'co0366837', 'name': 'Sammy'}, {'id': 'co0002219', 'name': 'Toho'}]","['Toho Studios, Tokyo, Japan']"
tt0080678,The Elephant Man,5000000.0,26078397.0,124.0,8.2,283153.0,78.0,"[{'id': 'co0000858', 'name': 'Brooksfilms'}]","[""Butler's Wharf, Shad Thames, Southwark, London, England, UK""]"
tt0057115,The Great Escape,4000000.0,232707.0,172.0,8.2,278993.0,86.0,"[{'id': 'co0258862', 'name': 'The Mirisch Company'}, {'id': 'co0149497', 'name': 'Alpha Productions'}]","['Füssen, Bavaria, Germany']"
tt0071853,Monty Python and the Holy Grail,229575.0,2942232.0,91.0,8.1,605899.0,91.0,"[{'id': 'co0103397', 'name': 'Python (Monty) Pictures'}, {'id': 'co0103461', 'name': 'Michael White Productions'}, {'id': 'co0061741', 'name': 'National Film Trustee Company'}]","['Castle Stalker, Appin, Argyll and Bute, Scotland, UK']"
tt0046912,Dial M for Murder,1400000.0,45773.0,105.0,8.1,206139.0,75.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}]","['Stage 5, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']"
tt1305806,The Secret in Their Eyes,2000000.0,35079650.0,129.0,8.2,244184.0,80.0,"[{'id': 'co0033873', 'name': 'Tornasol Films'}, {'id': 'co0233453', 'name': 'Haddock Films'}, {'id': 'co0119804', 'name': '100 Bares'}]","['Estación Retiro, Retiro, Buenos Aires, Federal District, Argentina']"
tt0031381,Gone with the Wind,3977000.0,402382193.0,238.0,8.2,357410.0,97.0,"[{'id': 'co0130901', 'name': 'Selznick International Pictures'}, {'id': 'co0007143', 'name': 'Metro-Goldwyn-Mayer (MGM)'}]","['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']"
tt0120735,"Lock, Stock and Two Smoking Barrels",960000.0,3753929.0,107.0,8.1,652077.0,67.0,"[{'id': 'co0024369', 'name': 'The Steve Tisch Company'}, {'id': 'co0000750', 'name': 'SKA Films'}]","['St John Street, London, Greater London, England, UK']"
tt0071315,Chinatown,6000000.0,29236061.0,130.0,8.1,378538.0,92.0,"[{'id': 'co0023400', 'name': 'Paramount Pictures'}, {'id': 'co0001235', 'name': 'Penthouse Video'}, {'id': 'co0044146', 'name': 'Long Road Productions'}]","['Big Tujunga Wash at Foothill Blvd., Sunland, Los Angeles, California, USA']"
tt0264464,Catch Me If You Can,52000000.0,352114312.0,141.0,8.1,1255617.0,75.0,"[{'id': 'co0819670', 'name': 'DreamWorks Pictures'}, {'id': 'co0084134', 'name': 'Kemp Company'}, {'id': 'co0112912', 'name': 'Splendid Pictures'}]","['Alcatraz Prison, Alcatraz Island, San Francisco Bay, California, USA']"
tt0434409,V for Vendetta,54000000.0,134686457.0,132.0,8.1,1252347.0,62.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0167271', 'name': 'Virtual Studios'}, {'id': 'co0019968', 'name': 'Silver Pictures'}]","['Aldwych Underground Railway Station, Surrey Street, Aldwych, Westminster, Greater London, England, UK']"
tt0346336,The Best of Youth,,2799773.0,374.0,8.4,28539.0,89.0,"[{'id': 'co0089379', 'name': 'BiBi Film'}, {'id': 'co0068775', 'name': 'Rai Fiction'}, {'id': 'co0022818', 'name': 'Film Commission Torino-Piemonte'}]","['Florence, Tuscany, Italy']"
tt2096673,Inside Out,175000000.0,859076401.0,95.0,8.1,926683.0,94.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']"
tt0097165,Dead Poets Society,16400000.0,235860116.0,128.0,8.1,663088.0,79.0,"[{'id': 'co0049348', 'name': 'Touchstone Pictures'}, {'id': 'co0133018', 'name': 'Silver Screen Partners IV'}, {'id': 'co0587257', 'name': 'A Steven Haft Production'}]","[""St. Andrew's School - 350 Noxontown Road, Middletown, Delaware, USA""]"
tt0117951,Trainspotting,1500000.0,17394237.0,93.0,8.1,771878.0,83.0,"[{'id': 'co0103532', 'name': 'Channel Four Films'}, {'id': 'co0103732', 'name': 'Figment Films'}, {'id': 'co0011025', 'name': 'The Noel Gay Motion Picture Company'}]","['Corrour Railway Station, Highland, Scotland, UK']"
tt5027774,"Three Billboards Outside Ebbing, Missouri",15000000.0,162729321.0,115.0,8.1,612783.0,88.0,"[{'id': 'co0010002', 'name': 'Blueprint Pictures'}, {'id': 'co0167631', 'name': 'Film4'}]","['Black Mountain, North Carolina, USA']"
tt1201607,Harry Potter and the Deathly Hallows: Part 2,125000000.0,1342942050.0,130.0,8.1,1056349.0,85.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0159772', 'name': 'Heyday Films'}]","['Freshwater West Beach, Castlemartin, Pembroke, Pembrokeshire, Wales, UK']"
tt0050212,The Bridge on the River Kwai,3000000.0,27202719.0,161.0,8.1,249829.0,88.0,"[{'id': 'co0103190', 'name': 'Horizon Pictures (II)'}]","['Ambepussa, Sri Lanka']"
tt0042876,Rashomon,250000.0,147443.0,88.0,8.1,197918.0,98.0,"[{'id': 'co0045027', 'name': 'Daiei'}]","['Komyoji Temple, Kyoto, Japan']"
tt0072684,Barry Lyndon,11000000.0,597331.0,185.0,8.1,206992.0,89.0,"[{'id': 'co0025454', 'name': 'Peregrine'}, {'id': 'co0113563', 'name': 'Hawk Films'}, {'id': 'co0002663', 'name': 'Warner Bros.'}]","['Carton House, Maynooth, County Kildare, Ireland']"
tt29623480,The Wild Robot,78000000.0,334509500.0,102.0,8.2,233159.0,85.0,"[{'id': 'co0169264', 'name': 'Dentsu'}, {'id': 'co0129164', 'name': 'DreamWorks Animation'}]",[]
tt0052618,Ben-Hur,15000000.0,74445133.0,212.0,8.1,272480.0,90.0,"[{'id': 'co0007143', 'name': 'Metro-Goldwyn-Mayer (MGM)'}]","['Corner of Via di Salone and Via delle Case Rosse, Salone Caves, Rome, Lazio, Italy']"
tt1291584,Warrior,25000000.0,23308615.0,140.0,8.1,531848.0,71.0,"[{'id': 'co0006881', 'name': 'Lionsgate'}, {'id': 'co0272027', 'name': 'Mimran Schur Pictures'}, {'id': 'co0018083', 'name': 'Solaris'}]","['Meadows Racetrack & Casino - 210 Racetrack Road, Washington, Pennsylvania, USA']"
tt0116282,Fargo,7000000.0,60611975.0,98.0,8.1,792135.0,88.0,"[{'id': 'co0030612', 'name': 'Polygram Filmed Entertainment'}, {'id': 'co0057311', 'name': 'Working Title Films'}]","['Grafton, North Dakota, USA']"
tt2119532,Hacksaw Ridge,40000000.0,180563636.0,139.0,8.1,691126.0,71.0,"[{'id': 'co0046206', 'name': 'Summit Entertainment'}, {'id': 'co0285648', 'name': 'Cross Creek Pictures'}, {'id': 'co0317576', 'name': 'Demarest Films'}]","['Sydney, New South Wales, Australia']"
tt1392190,Mad Max: Fury Road,150000000.0,380456026.0,120.0,8.1,1215252.0,90.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0108864', 'name': 'Village Roadshow Pictures'}, {'id': 'co0351258', 'name': 'Kennedy Miller Mitchell'}]","['Namib Desert, Namibia']"
tt0405159,Million Dollar Baby,30000000.0,216763646.0,132.0,8.1,770563.0,86.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0005323', 'name': 'Lakeshore Entertainment'}, {'id': 'co0010258', 'name': 'Malpaso Productions'}]","['Hollywood Athletic Club - 6525 W. Sunset Blvd., Hollywood, Los Angeles, California, USA']"
tt0382932,Ratatouille,150000000.0,623746563.0,111.0,8.1,958110.0,96.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']"
tt0118849,Children of Heaven,180000.0,933933.0,89.0,8.2,90819.0,77.0,"[{'id': 'co0053189', 'name': 'Kanoon Parvaresh Fekri'}]","['Tehran, Iran']"
tt0096283,My Neighbor Totoro,3700000.0,32034152.0,86.0,8.1,436795.0,87.0,"[{'id': 'co0006071', 'name': 'Tokuma Japan Communications'}, {'id': 'co0048420', 'name': 'Studio Ghibli'}, {'id': 'co0205112', 'name': 'Nibariki'}]",[]
tt1205489,Gran Torino,33000000.0,269958228.0,116.0,8.1,867139.0,73.0,"[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0108864', 'name': 'Village Roadshow Pictures'}, {'id': 'co0112616', 'name': 'Double Nickel Entertainment'}]","['238 Rhode Island Street Highland Park Michigan, USA']"
tt0081398,Raging Bull,18000000.0,23406558.0,129.0,8.1,412445.0,90.0,"[{'id': 'co0054262', 'name': 'Chartoff-Winkler Productions'}]","[""Hell's Kitchen, Manhattan, New York City, New York, USA""]"
tt2024544,12 Years a Slave,20000000.0,187734091.0,134.0,8.1,791703.0,96.0,"[{'id': 'co0172093', 'name': 'Regency Enterprizes'}, {'id': 'co0120121', 'name': 'River Road Entertainment'}, {'id': 'co0136967', 'name': 'Plan B Entertainment'}]","[""Madame John's Legacy, the French Quarter, New Orleans, Louisiana, USA""]"
tt0353969,Memories of Murder,2800000.0,1213056.0,131.0,8.1,272127.0,82.0,"[{'id': 'co0073647', 'name': 'Sidus'}, {'id': 'co0043365', 'name': 'CJ Entertainment'}, {'id': 'co0338039', 'name': 'Muhan Investment'}]",['South Korea']
tt0892769,How to Train Your Dragon,165000000.0,494879860.0,98.0,8.1,903726.0,75.0,"[{'id': 'co0129164', 'name': 'DreamWorks Animation'}]","['DreamWorks Animation - 1000 Flower Street, Glendale, California, USA']"
tt2278388,The Grand Budapest Hotel,25000000.0,174567384.0,99.0,8.1,981448.0,88.0,"[{'id': 'co0982337', 'name': 'Fox Searchlight Pictures'}, {'id': 'co0215519', 'name': 'Indian Paintbrush'}, {'id': 'co0053177', 'name': 'Studio Babelsberg'}]","['Görlitz, Saxony, Germany']"
tt0112471,Before Sunrise,2500000.0,6644294.0,101.0,8.1,381809.0,79.0,"[{'id': 'co0040620', 'name': 'Castle Rock Entertainment'}, {'id': 'co0123642', 'name': 'Detour Filmproduction'}, {'id': 'co0258139', 'name': 'Filmhaus Wien Universa Filmproduktions'}]","['Riesenrad, Prater, Vienna, Austria']"
tt0083658,Blade Runner,28000000.0,41824552.0,117.0,8.1,886953.0,84.0,"[{'id': 'co0042559', 'name': 'The Ladd Company'}, {'id': 'co0128798', 'name': 'Shaw Brothers'}, {'id': 'co0002663', 'name': 'Warner Bros.'}]","['Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA']"
tt0198781,"Monsters, Inc.",115000000.0,579773055.0,92.0,8.1,1085337.0,79.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']"
tt2267998,Gone Girl,61000000.0,370890259.0,149.0,8.1,1180748.0,79.0,"[{'id': 'co0000756', 'name': '20th Century Fox'}, {'id': 'co0867908', 'name': 'Regency Enterprises'}, {'id': 'co0420822', 'name': 'TSG Entertainment'}]","['Cape Girardeau, Missouri, USA']"
tt0073195,Jaws,7000000.0,490736300.0,124.0,8.1,745824.0,87.0,"[{'id': 'co0019166', 'name': 'Zanuck/Brown Productions'}, {'id': 'co0005073', 'name': 'Universal Pictures'}]","[""Water Street, Edgartown, Martha's Vineyard, Massachusetts, USA""]"
tt1950186,Ford v Ferrari,97600000.0,226299480.0,152.0,8.1,580937.0,81.0,"[{'id': 'co0000756', 'name': '20th Century Fox'}, {'id': 'co0286257', 'name': 'Chernin Entertainment'}, {'id': 'co0420822', 'name': 'TSG Entertainment'}]","['Savannah, Georgia, USA']"
tt10872600,Spider-Man: No Way Home,200000000.0,1921426073.0,148.0,8.1,1049415.0,71.0,"[{'id': 'co0014351', 'name': 'Columbia Pictures'}, {'id': 'co0051941', 'name': 'Marvel Studios'}, {'id': 'co0532247', 'name': 'Pascal Pictures'}]",['Iceland']
tt0107207,In the Name of the Father,13000000.0,65796862.0,133.0,8.1,203962.0,84.0,"[{'id': 'co0019015', 'name': ""Hell's Kitchen Films""}, {'id': 'co0005073', 'name': 'Universal Pictures'}]","['Kilmainham Jail, Dublin, County Dublin, Ireland']"
tt3011894,Wild Tales,3300000.0,31478893.0,122.0,8.1,240387.0,77.0,"[{'id': 'co0196381', 'name': 'K&S Films'}, {'id': 'co0006440', 'name': 'El Deseo'}, {'id': 'co0037736', 'name': 'Televisión Federal (Telefe)'}]","['Cafayate, Salta, Argentina']"
tt0015864,The Gold Rush,923000.0,83020.0,95.0,8.1,128741.0,90.0,"[{'id': 'co0028083', 'name': 'Charles Chaplin Productions'}]","['Sierra Nevada Mountains, California, USA']"
tt0015324,Sherlock Jr.,,12065.0,45.0,8.1,66560.0,,"[{'id': 'co0081891', 'name': 'Buster Keaton Productions'}]","['3630 Pasadena Ave, Los Angeles, California, USA']"
tt0978762,Mary and Max,8240000.0,1740845.0,92.0,8.1,202703.0,72.0,"[{'id': 'co0112023', 'name': 'Melodrama Pictures'}]","['Melbourne, Victoria, Australia']"
tt30472557,Chainsaw Man - The Movie: Reze Arc,,162440471.0,100.0,8.3,64410.0,71.0,"[{'id': 'co0376600', 'name': 'Mappa'}, {'id': 'co0049595', 'name': 'Shueisha'}]",[]
tt5323662,A Silent Voice: The Movie,,30819442.0,130.0,8.2,147251.0,78.0,"[{'id': 'co0623776', 'name': 'ABC Animation'}, {'id': 'co1099846', 'name': 'Kodansha'}, {'id': 'co0089081', 'name': 'Kyoto Animation'}]",[]
tt0046268,The Wages of Fear,,22326.0,156.0,8.1,74063.0,85.0,"[{'id': 'co0002264', 'name': 'Compagnie Industrielle et Commerciale Cinématographique (CICC)'}, {'id': 'co0010228', 'name': 'Filmsonor'}, {'id': 'co0132005', 'name': 'Vera Films'}]","['Bouches-du-Rhône, France']"
tt0077416,The Deer Hunter,15000000.0,49080334.0,183.0,8.1,388047.0,90.0,"[{'id': 'co0103338', 'name': 'EMI Films'}]","['St. Theodosius Russian Orthodox Church - 733 Starkweather Avenue, Cleveland, Ohio, USA']"
tt0075148,Rocky,960000.0,117253345.0,120.0,8.1,696998.0,70.0,"[{'id': 'co0054262', 'name': 'Chartoff-Winkler Productions'}]","['1818 East Tusculum Street, Kensington, North Philadelphia, Pennsylvania, USA']"
tt3315342,Logan,97000000.0,619180476.0,137.0,8.1,934339.0,77.0,"[{'id': 'co0000756', 'name': '20th Century Fox'}, {'id': 'co0047120', 'name': 'Marvel Entertainment'}, {'id': 'co0420822', 'name': 'TSG Entertainment'}]","['Just outside Northern Meadows community, Rio Rancho, New Mexico, USA']"
tt0017925,The General,750000.0,2951.0,78.0,8.1,105667.0,,"[{'id': 'co0081891', 'name': 'Buster Keaton Productions'}, {'id': 'co0000357', 'name': 'Joseph M. Schenck Productions'}]","['Eugene, Oregon, USA']"
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,654264835.0,143.0,8.1,1338214.0,63.0,"[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0026281', 'name': 'Jerry Bruckheimer Films'}]","['Bequia, St Vincent and the Grenadines']"
tt22084616,Spider-Man: Brand New Day,225000000.0,1052956180.0,145.0,8.2,140349.0,66.0,"[{'id': 'co1050390', 'name': 'Canada Audio Visual Tax Credit'}, {'id': 'co0014351', 'name': 'Columbia Pictures'}, {'id': 'co0043117', 'name': 'Deutsche Film- und Fernsehakademie Berlin (DFFB)'}]","['Glasgow, Scotland, UK']"
tt0031679,Mr. Smith Goes to Washington,1900000.0,146448.0,129.0,8.1,130099.0,73.0,"[{'id': 'co0014351', 'name': 'Columbia Pictures'}]","['Lincoln Memorial, National Mall, Washington, District of Columbia, USA']"
tt0046438,Tokyo Story,,108861.0,137.0,8.1,78394.0,100.0,"[{'id': 'co0007001', 'name': 'Shochiku'}, {'id': 'co0837272', 'name': 'Entertain Me Productions'}]","['Tokyo, Japan']"
tt0113247,La haine,2590000.0,805316.0,98.0,8.1,229774.0,,"[{'id': 'co0056741', 'name': 'Les Productions Lazennec'}, {'id': 'co0028557', 'name': 'Canal+'}, {'id': 'co0072659', 'name': 'La Sept Cinéma'}]","['Chanteloup-les-Vignes, Yvelines, France']"
tt1895587,Spotlight,20000000.0,98690254.0,129.0,8.1,538613.0,93.0,"[{'id': 'co0132772', 'name': 'Participant'}, {'id': 'co0732581', 'name': 'First Look Media'}, {'id': 'co0017525', 'name': 'Anonymous Content'}]","['333 Bay Street, Bay-Adelaide Centre, Toronto, Ontario, Canada']"
tt0252488,The Chaos Class Failed the Class,,,95.0,8.4,31156.0,,"[{'id': 'co0003659', 'name': 'Arzu Film'}]","['Istanbul, Turkey']"
tt0059742,The Sound of Music,8200000.0,161519336.0,174.0,8.1,293447.0,63.0,"[{'id': 'co0024434', 'name': 'Robert Wise Productions'}, {'id': 'co0021486', 'name': 'Argyle Enterprises'}]","['Felsenreitschule, Salzburg, Austria']"
tt15097216,Jai Bhim,,,164.0,8.6,235531.0,,"[{'id': 'co0536867', 'name': '2D Entertainment'}]",[]
tt26548265,Maharaja,200000000.0,975543.0,141.0,8.3,84211.0,,"[{'id': 'co0717585', 'name': 'Passion Studios'}, {'id': 'co0946109', 'name': 'The Route'}]",[]
tt0047296,On the Waterfront,910000.0,3768.0,108.0,8.1,179993.0,91.0,"[{'id': 'co0014351', 'name': 'Columbia Pictures'}, {'id': 'co0218910', 'name': 'Horizon Pictures'}]","['St Peter and St Paul Church - 400 Hudson Street, Hoboken, New Jersey, USA']"
tt0088247,The Terminator,6400000.0,78371200.0,107.0,8.1,1012578.0,84.0,"[{'id': 'co0056805', 'name': 'Hemdale'}, {'id': 'co0777708', 'name': 'Pacific Western Productions'}, {'id': 'co0215706', 'name': 'Euro Film Funding'}]","['720 South Hill Street, Los Angeles, California, USA']"
tt0050986,Wild Strawberries,,104614.0,92.0,8.1,125290.0,88.0,"[{'id': 'co0050989', 'name': 'Svensk Filmindustri (SF)'}]","['Dalarö, Stockholms län, Sweden']"
